ID,SEX,AGE,RACE,MARITAL,SIBS,CHILDS,HOMPOP,ADULTS,BABIES,EDUC,MAEDUC,PAEDUC,SPEDUC,RINCOME,INCOME,WRKSTAT,YEARSJOB,WRKGOVT,WRKSLF,SPWRKSTA,SATJOB1,HEALTH,HAPPY,VOTE12,VOTE16,PRES12,PRES16,OWNGUN,HELL,HEAVEN,ODDS1,ODDS2
2043,1,44,3,3,2,2,1,1,0,12,12,97,97,12,12,1,22,1,2,0,2,1,2,1,1,1,1,2,1,1,2,8
2044,1,50,3,3,2,2,1,1,0,14,6,97,97,12,12,1,0.25,1,2,0,2,1,2,2,2,0,0,2,0,0,0,0
2045,1,75,1,3,1,3,2,2,0,11,12,12,97,0,10,5,-1,2,2,0,0,0,3,1,1,1,1,0,0,0,0,0
2046,2,69,3,2,3,2,1,1,0,16,97,12,97,0,12,5,-1,2,2,0,0,1,3,1,1,1,2,1,0,0,0,0
2047,2,63,1,1,1,3,3,3,0,18,14,14,15,0,12,7,-1,0,0,1,0,3,2,1,1,9,2,1,1,1,2,1
2048,2,80,3,2,6,2,1,1,0,12,4,8,97,0,9,7,-1,2,2,0,0,0,2,1,1,1,1,0,0,0,0,0
2049,1,66,1,1,8,3,2,2,0,12,10,10,16,5,12,2,13,2,1,4,2,2,1,1,1,1,2,1,1,1,8,1
2050,1,35,1,4,3,0,3,3,0,12,97,12,97,12,12,1,0.75,2,1,0,1,1,2,2,1,0,2,1,4,4,2,2
2051,1,44,1,1,3,0,2,2,0,12,14,18,12,12,12,1,2,2,2,7,1,2,2,1,1,3,3,3,0,0,0,0
2052,2,81,1,2,4,6,1,1,0,12,9,12,97,0,9,5,-1,2,1,0,0,2,2,1,1,1,3,2,2,1,2,1
2053,1,76,1,1,3,4,2,2,0,14,14,16,13,0,12,5,-1,1,2,5,0,4,1,1,1,2,2,3,0,0,0,0
2054,2,34,1,1,4,2,4,2,0,12,12,16,12,0,12,7,-1,2,2,1,0,1,2,2,9,0,9,3,0,0,0,0
2055,1,18,1,5,2,0,2,2,0,8,12,97,97,4,12,1,0.75,2,2,0,2,3,3,3,3,0,0,2,4,4,1,1
2056,1,36,1,5,1,0,1,1,0,12,12,16,97,12,12,1,0.75,2,2,0,2,2,3,2,2,0,0,2,0,0,0,0
2057,2,70,1,3,3,1,1,1,0,14,16,3,97,0,10,5,-1,2,2,0,0,0,2,1,1,1,2,0,0,0,0,0
2058,2,41,1,1,6,3,2,2,0,11,16,12,13,0,12,7,-1,2,2,4,0,3,1,2,2,0,0,1,0,0,0,0
2059,2,34,1,1,5,3,5,2,1,12,15,12,14,0,13,7,-1,2,2,1,0,0,2,1,1,2,2,0,1,1,2,1
2060,1,57,1,3,7,0,2,2,0,12,97,98,97,0,12,7,-1,2,2,0,0,2,1,2,2,0,0,1,2,2,2,1
2061,2,30,1,5,1,3,5,2,1,14,13,11,97,0,11,7,-1,2,2,0,0,4,2,1,2,3,0,1,0,0,0,0
2062,2,56,1,4,10,3,3,3,0,14,11,98,97,12,12,1,2,2,2,0,2,0,2,2,2,0,0,0,2,2,2,2
2063,2,53,1,5,4,2,3,1,1,12,14,6,97,10,12,1,7,2,1,0,1,2,3,3,3,0,0,2,2,2,2,1
2064,2,54,1,1,1,3,2,2,0,18,97,12,17,4,12,2,5,1,2,1,1,0,1,1,1,2,2,0,0,0,0,0
2065,2,70,1,2,2,0,1,1,0,14,12,98,97,0,12,5,-1,2,2,0,0,0,1,1,1,3,2,0,1,1,2,1
2066,1,37,3,5,2,0,2,2,0,12,12,12,97,3,3,2,1,2,1,0,1,1,1,2,2,0,0,1,0,0,0,0
2067,1,59,3,1,7,6,2,2,0,9,10,98,9,0,4,5,-1,2,2,7,0,0,1,2,2,0,0,0,0,0,0,0
2068,2,51,1,4,5,2,1,1,0,10,4,7,97,11,11,1,14,2,2,0,1,0,2,2,2,0,0,0,1,1,2,2
2069,2,52,1,1,4,2,1,1,0,14,18,98,99,12,12,1,10,1,2,9,1,2,3,2,2,0,0,3,0,0,0,0
2070,2,53,1,3,5,3,3,2,0,15,12,19,97,0,9,7,-1,2,2,0,0,0,3,1,1,1,2,0,0,0,0,0
2071,2,60,1,3,3,3,2,2,0,11,3,14,97,0,10,5,-1,2,2,0,0,3,2,2,1,0,8,2,0,0,0,0
2072,2,18,1,5,1,0,3,2,0,11,13,16,97,0,98,6,-1,2,1,0,0,0,2,3,3,0,0,0,3,3,2,1
2073,2,33,1,1,3,3,3,2,1,9,97,20,12,0,11,7,-1,2,2,1,0,2,1,2,2,0,0,2,1,1,2,1
2074,1,22,1,5,2,0,2,2,0,12,12,97,97,10,11,1,2,2,2,0,2,0,3,3,2,0,0,0,4,4,2,2
2075,2,53,1,3,2,6,2,2,0,12,8,97,97,9,11,2,4,1,2,0,1,3,1,1,1,1,1,2,1,1,2,1
2076,2,66,1,2,6,2,1,1,0,12,10,9,97,12,12,5,-1,2,2,0,0,2,1,1,1,1,1,2,0,0,0,0
2077,1,28,1,5,3,0,1,1,0,18,14,14,97,12,12,1,4,1,2,0,2,0,2,1,1,1,1,0,0,0,0,0
2078,2,27,1,1,2,2,5,3,1,12,12,12,8,0,12,1,0.25,8,2,1,1,2,2,2,2,0,0,1,2,2,2,1
2079,1,89,1,2,5,2,1,1,0,12,6,97,97,0,98,5,-1,2,1,0,0,8,2,1,1,8,2,1,0,0,0,0
2080,1,26,2,1,2,2,4,2,2,12,12,97,13,11,12,1,2,2,1,6,1,0,1,1,2,1,0,0,0,0,0,0
2081,2,28,1,1,1,0,2,2,0,14,13,13,14,9,9,2,0.75,2,2,4,3,2,2,1,1,2,2,1,1,1,2,1
2082,2,66,1,1,2,2,2,2,0,14,12,14,14,9,12,2,2,2,2,2,4,0,2,1,1,2,2,0,1,1,2,1
2083,1,59,1,1,3,2,2,2,0,14,97,11,13,11,12,1,6,2,2,1,2,2,1,1,1,2,2,3,1,1,8,8
2084,1,80,1,1,5,4,2,2,0,16,12,14,12,0,12,5,-1,2,2,5,0,0,1,1,1,2,2,0,0,0,0,0
2085,2,75,1,1,0,3,2,2,0,12,8,8,14,13,13,1,23,2,2,7,1,2,2,1,1,2,2,3,1,1,2,1
2086,2,73,1,1,5,2,2,2,0,12,11,7,12,0,12,5,-1,2,2,5,0,0,2,2,2,0,0,0,3,3,2,1
2087,1,64,1,1,3,5,2,2,0,12,13,12,12,12,12,1,21,1,2,2,1,0,2,1,1,2,3,0,0,0,0,0
2088,1,36,3,1,8,3,4,2,1,14,12,12,13,12,12,3,0.75,2,2,7,1,2,2,1,1,2,2,1,0,0,0,0
2089,1,65,1,1,3,0,2,2,0,8,98,98,11,0,10,5,-1,2,2,8,0,2,2,1,1,1,2,1,1,1,2,2
2090,1,82,1,2,4,3,1,1,0,12,12,16,97,0,12,5,-1,1,2,0,0,0,2,1,1,2,2,0,0,0,0,0
2091,2,29,1,5,3,1,3,2,1,13,10,12,97,8,9,4,-1,2,1,0,0,3,2,2,2,0,0,2,0,0,0,0
2092,1,37,1,1,2,1,3,2,0,16,20,20,13,12,12,1,2,2,2,1,2,0,2,1,1,1,1,0,0,0,0,0
2093,1,39,1,1,2,4,6,2,1,17,18,18,17,12,12,1,6,2,2,4,2,2,2,1,1,2,3,1,4,4,2,1
2094,2,40,1,1,3,2,4,2,0,14,18,12,14,12,12,1,3,2,1,4,9,1,1,1,1,2,8,3,0,0,0,0
2095,2,39,1,1,8,3,5,2,0,16,16,16,16,9,12,2,99,2,1,1,9,0,3,1,1,1,2,0,1,1,2,1
2096,2,63,1,1,4,2,2,2,0,12,9,3,12,0,12,5,-1,2,1,1,0,3,2,1,1,2,2,1,0,0,0,0
2097,2,39,1,1,5,2,4,2,1,12,2,2,12,0,10,7,-1,2,2,1,0,2,2,1,1,2,2,2,1,1,2,2
2098,2,33,1,5,3,1,5,3,0,14,8,13,97,12,13,1,99,2,2,0,9,1,2,9,2,9,0,2,0,0,0,0
2099,2,57,1,3,2,4,1,1,0,13,12,12,97,12,12,1,99,1,2,0,1,1,2,1,1,8,1,1,1,1,1,2
2100,2,44,1,2,2,2,3,2,0,16,12,19,97,12,13,1,3,1,2,0,1,1,2,1,2,1,0,1,0,0,0,0
2101,2,43,1,1,6,2,4,2,0,17,98,97,12,13,13,1,0.25,2,2,1,9,2,1,1,1,8,9,3,1,1,1,2
2102,1,48,1,1,3,3,4,2,9,15,12,12,13,12,12,1,99,2,2,7,9,1,1,2,2,0,0,2,0,0,0,0
2103,1,27,1,5,1,0,2,2,0,12,14,12,97,12,12,1,3,1,2,0,2,2,2,2,1,0,3,1,0,0,0,0
2104,2,59,1,2,4,6,1,1,0,12,12,12,97,0,12,5,-1,1,2,0,0,2,2,1,1,1,1,2,0,0,0,0
2105,1,46,3,1,1,3,2,2,0,13,12,12,13,12,12,1,8,1,2,1,2,2,2,2,1,0,2,1,2,2,2,1
2106,1,51,1,1,3,3,3,2,0,14,12,16,12,12,11,1,99,1,2,7,9,0,2,1,1,2,4,0,0,0,0,0
2107,1,63,1,1,3,2,2,2,0,16,12,12,12,12,12,1,21,2,2,7,1,1,1,1,1,2,2,2,0,0,0,0
2108,2,76,1,2,4,2,5,4,0,12,12,98,97,0,12,5,-1,2,2,0,0,2,1,1,8,2,0,2,1,1,1,2
2109,2,56,1,1,3,2,2,2,0,16,16,20,18,13,13,1,10,2,2,3,1,1,1,1,1,2,2,1,0,0,0,0
2110,1,39,1,1,6,4,3,2,9,13,12,12,13,12,12,1,99,2,1,2,9,1,1,1,1,2,2,1,1,1,2,1
2111,2,34,1,5,1,3,4,1,1,14,12,98,97,9,9,1,5,1,2,0,1,3,2,2,2,0,0,1,0,0,0,0
2112,2,36,1,1,1,2,6,4,1,12,12,8,12,9,9,1,4,1,2,1,2,2,2,2,2,0,0,2,3,1,2,1
2113,2,51,1,5,5,0,1,1,0,12,12,97,97,0,9,7,-1,2,2,0,0,0,3,1,2,1,0,0,1,1,1,2
2114,1,62,1,2,9,1,1,1,0,20,16,12,97,0,11,5,-1,2,2,0,0,2,2,1,1,1,1,1,0,0,0,0
2115,2,75,2,2,8,1,3,1,0,14,8,4,97,0,12,7,-1,1,2,0,0,2,1,1,1,1,1,2,1,1,1,2
2116,1,68,1,3,2,1,2,2,0,12,98,11,97,0,9,5,-1,2,1,0,0,0,3,1,1,2,2,0,0,0,0,0
2117,2,79,1,2,3,4,1,1,0,10,12,98,97,0,9,5,-1,2,2,0,0,0,1,1,1,2,8,0,1,1,2,1
2118,2,66,1,3,4,2,2,2,0,14,12,12,97,0,98,5,-1,2,2,0,0,0,2,1,1,2,1,0,0,0,0,0
2119,2,20,1,1,13,1,4,3,1,10,14,97,11,0,9,7,-1,0,0,1,0,2,3,3,2,0,0,1,0,0,0,0
2120,2,74,1,1,3,3,2,2,0,12,12,6,12,0,12,5,-1,2,2,5,0,0,1,1,1,2,2,0,1,1,2,1
2121,2,48,2,4,7,4,5,3,0,14,11,98,97,12,12,3,9,2,2,0,2,0,3,1,1,1,1,0,0,0,0,0
2122,2,52,1,1,3,2,2,2,0,13,12,16,12,0,11,1,0.75,1,2,4,1,2,2,1,1,1,2,2,0,0,0,0
2123,1,87,1,2,6,4,1,1,0,14,12,97,97,0,12,5,-1,2,2,0,0,2,2,1,1,8,2,1,0,0,0,0
2124,1,39,1,1,8,3,5,2,1,14,12,12,12,12,12,1,14,1,2,7,2,3,1,2,8,0,0,2,0,0,0,0
2125,2,35,2,1,12,3,5,2,0,14,12,12,10,0,12,1,99,2,2,1,9,0,2,1,1,1,1,0,1,1,1,2
2126,2,30,1,5,2,0,2,2,0,14,7,97,97,0,11,1,3,2,2,0,2,3,2,2,1,0,2,1,0,0,0,0
2127,2,20,1,5,1,0,4,3,0,13,12,12,97,1,12,6,-1,2,2,0,0,2,2,3,3,0,0,1,0,0,0,0
2128,2,49,1,1,1,0,2,2,0,12,12,8,16,12,12,1,18,2,2,2,1,0,2,1,1,2,2,0,1,1,2,1
2129,2,36,1,1,2,3,7,4,2,17,2,3,7,12,12,1,9,2,2,1,2,3,2,1,1,1,1,2,0,0,0,0
2130,1,40,1,1,8,2,2,2,0,7,5,98,7,12,12,1,8,2,2,7,1,0,1,2,2,0,0,0,1,1,2,1
2131,1,62,1,1,2,2,2,2,0,12,10,9,15,12,12,5,-1,2,2,7,0,3,2,1,1,1,1,1,1,1,2,1
2132,2,22,1,5,1,0,1,1,0,12,12,97,97,9,11,4,-1,2,2,0,0,0,2,3,2,0,0,0,0,0,0,0
2133,2,38,1,1,2,2,2,2,0,20,12,97,12,12,12,1,5,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1
2134,1,59,1,1,3,3,2,2,0,16,18,20,13,12,12,1,0.25,2,2,1,1,1,1,1,1,2,2,1,0,0,0,0
2135,2,25,1,1,0,0,2,2,0,15,14,97,13,11,12,1,6,2,2,1,1,0,1,2,2,0,0,0,2,2,1,2
2136,2,55,1,1,2,2,1,1,0,12,7,16,12,0,10,7,-1,2,2,7,0,4,2,2,2,0,0,2,2,2,2,1
2137,2,37,1,1,2,3,2,2,0,12,12,12,12,12,12,1,19,2,2,1,2,4,1,1,1,2,2,1,0,0,0,0
2138,2,72,1,1,0,2,2,2,0,16,16,16,16,8,12,2,6,1,2,5,1,0,1,1,1,2,2,0,0,0,0,0
2139,2,58,1,1,9,5,2,2,0,9,7,7,10,98,98,1,10,1,2,1,2,1,1,2,2,0,0,2,1,1,2,2
2140,2,65,1,1,9,2,2,2,0,12,10,12,10,11,11,2,2,2,2,8,1,0,1,2,2,0,0,0,1,1,2,2
2141,2,46,1,1,7,0,2,2,0,12,98,98,12,8,12,7,-1,2,2,1,0,3,2,2,2,0,0,2,0,0,0,0
2142,2,50,1,1,3,3,2,2,0,12,12,12,12,0,12,7,-1,2,2,1,0,0,2,2,2,0,0,0,0,0,0,0
2143,1,85,1,1,0,0,2,2,0,12,7,3,12,0,12,5,-1,2,2,5,0,3,2,1,1,2,2,1,0,0,0,0
2144,1,73,1,1,2,1,2,2,0,16,98,12,18,0,8,5,-1,1,2,5,0,3,2,1,1,2,2,1,1,1,2,1
2145,1,89,1,2,2,2,2,2,0,12,10,8,97,12,12,2,24,2,2,0,1,2,2,1,1,2,2,3,0,0,0,0
2146,1,69,1,2,8,0,1,1,0,14,98,8,97,0,11,5,-1,1,2,0,0,3,2,1,1,1,1,1,0,0,0,0
2147,1,71,1,3,1,3,2,2,0,12,12,9,97,0,13,5,-1,2,2,0,0,0,1,1,1,2,1,0,0,0,0,0
2148,2,66,1,1,2,1,2,2,0,12,3,6,13,0,12,7,-1,2,2,5,0,1,1,1,1,2,2,3,1,1,2,1
2149,1,19,1,5,2,0,4,4,0,11,12,12,97,0,12,6,-1,0,0,0,0,0,2,3,3,0,0,0,1,1,2,1
2150,1,56,1,1,6,3,2,2,0,6,98,98,9,0,13,8,-1,2,2,7,0,4,2,9,9,9,9,2,1,1,8,8
2151,1,46,1,3,4,5,3,1,0,8,8,15,97,12,12,3,0.75,2,2,0,2,0,3,1,1,1,2,0,0,0,0,0
2152,2,49,1,1,3,5,1,1,0,14,11,10,11,0,12,8,-1,1,2,1,0,0,2,1,1,2,2,0,0,0,0,0
2153,2,34,1,5,5,7,8,1,0,14,16,97,97,12,12,1,0.25,2,2,0,1,3,2,2,2,0,0,2,0,0,0,0
2154,2,31,1,1,3,1,3,2,1,14,11,14,12,0,12,2,0.25,1,2,1,2,0,2,2,2,0,0,0,1,1,2,2
2155,2,32,2,5,0,0,2,2,0,12,12,98,97,11,12,1,5,2,2,0,2,0,3,1,1,1,1,0,0,0,0,0
2156,1,26,1,5,1,0,1,1,0,17,20,18,97,11,12,1,1,1,2,0,1,1,2,1,1,1,3,2,8,8,2,1
2157,1,53,1,4,1,8,2,2,0,12,12,12,97,13,13,1,12,2,1,0,1,1,2,1,1,1,1,2,1,1,2,1
2158,1,49,1,5,5,0,1,1,0,12,12,12,97,98,98,1,11,2,2,0,4,8,8,1,1,2,2,2,0,0,0,0
2159,2,20,2,5,5,0,1,1,0,13,98,13,97,1,1,1,4,1,2,0,2,3,2,3,2,0,0,2,1,1,2,1
2160,2,39,1,3,4,2,1,1,0,12,18,16,97,12,12,1,16,1,2,0,2,2,2,1,1,2,2,2,0,0,0,0
2161,2,38,1,1,4,2,3,1,0,12,12,9,14,12,12,1,1,2,2,1,1,2,1,2,2,0,0,2,1,1,2,1
2162,1,33,1,5,1,0,1,1,0,19,12,97,97,12,12,1,1,1,2,0,3,0,3,1,1,1,2,0,0,0,0,0
2163,1,63,1,1,6,1,2,2,0,12,8,8,12,9,12,2,20,2,1,5,1,0,2,1,1,2,2,0,2,1,2,1
2164,1,82,1,1,4,7,2,2,0,9,8,98,9,0,11,5,-1,2,1,5,0,2,1,1,1,1,1,1,1,1,2,1
2165,2,47,1,5,3,3,2,2,0,12,98,8,97,0,12,1,0.25,2,2,0,2,2,3,2,2,0,0,1,0,0,0,0
2166,1,38,1,1,1,2,1,1,0,14,12,12,13,0,9,1,0.25,1,2,7,1,2,2,2,1,0,2,1,1,1,2,1
2167,1,25,2,5,7,1,3,2,1,14,16,16,97,12,12,1,3,2,2,0,2,2,2,1,2,1,0,2,1,1,1,1
2168,2,55,2,5,9,1,4,2,2,9,98,97,97,12,12,1,18,2,2,0,1,0,1,2,2,0,0,0,0,0,0,0
2169,2,55,3,1,8,3,2,2,0,10,98,98,16,12,12,1,14,1,2,1,1,2,1,2,1,0,2,2,0,0,0,0
2170,2,74,1,5,4,0,1,1,0,16,16,8,97,0,12,5,-1,1,2,0,0,2,2,1,1,2,2,2,1,1,2,1
2171,1,77,1,1,10,3,2,2,0,12,8,8,18,0,12,5,-1,1,2,5,0,1,1,1,1,2,2,1,1,1,2,2
2172,2,61,1,2,3,4,1,1,0,12,12,12,97,1,13,1,4,2,1,0,1,2,1,1,1,1,2,1,1,1,2,1
2173,1,29,1,5,3,1,4,3,9,12,13,12,97,12,12,1,10,1,2,0,2,2,2,1,1,1,2,3,0,0,0,0
2174,2,29,1,1,5,2,4,2,2,12,12,12,12,9,12,1,9,2,1,1,1,2,2,2,2,0,0,1,2,2,2,1
2175,2,31,3,5,2,3,4,1,0,12,13,12,97,12,12,1,4,1,2,0,1,0,2,1,2,1,0,0,3,1,2,2
2176,2,37,1,3,0,2,2,1,0,12,97,16,97,10,10,1,2,2,2,0,1,3,2,2,2,0,0,2,0,0,0,0
2177,1,74,1,3,1,4,1,1,0,12,8,12,97,0,9,5,-1,2,1,0,0,0,2,2,1,0,2,0,0,0,0,0
2178,2,80,1,2,5,4,1,1,0,14,12,10,97,9,11,2,3,2,2,0,1,2,3,1,1,1,2,2,1,1,2,1
2179,2,78,1,2,6,6,1,1,0,12,8,8,97,0,11,5,-1,2,2,0,0,2,2,1,1,2,2,2,0,0,0,0
2180,1,59,1,1,8,2,2,2,0,12,8,6,11,0,12,5,-1,1,2,7,0,3,1,1,2,1,0,1,0,0,0,0
2181,2,39,1,1,4,3,5,2,0,12,9,10,12,8,12,2,2,2,2,1,1,0,2,1,1,1,2,0,1,1,2,1
2182,1,59,1,3,3,2,1,1,0,12,12,12,97,0,6,5,-1,2,2,0,0,0,2,1,1,1,2,0,1,1,2,2
2183,1,52,1,1,4,3,3,2,0,12,12,12,11,12,12,1,25,2,1,1,1,0,2,1,1,1,2,0,0,0,0,0
2184,2,44,1,1,2,7,9,4,1,16,20,97,16,0,12,7,-1,1,2,1,0,1,2,1,1,2,2,1,1,1,2,1
2185,2,36,1,5,3,1,2,1,0,12,12,12,97,12,12,1,1,8,2,0,1,0,2,1,2,1,0,0,2,2,8,8
2186,1,83,1,1,7,3,2,2,0,12,97,12,12,0,11,5,-1,2,2,2,0,3,1,1,1,1,1,1,1,1,2,1
2187,2,47,1,3,2,0,1,1,0,12,14,12,97,12,12,1,19,2,2,0,2,3,1,1,1,2,2,1,1,1,2,1
2188,1,65,1,1,2,3,3,3,0,12,12,12,20,9,12,2,14,2,1,1,1,0,2,2,1,0,1,0,3,3,1,1
2189,1,37,1,1,2,2,3,2,0,12,12,12,12,0,12,1,12,2,2,1,2,3,2,2,2,0,0,1,1,1,2,1
2190,2,56,1,1,1,2,2,2,0,16,12,16,16,12,12,1,1,2,2,2,1,0,2,1,1,1,1,0,3,2,2,1
2191,1,40,1,1,1,1,3,2,0,12,12,12,16,12,12,1,16,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1
2192,1,39,1,1,1,2,2,2,0,16,16,16,19,12,12,1,7,1,2,2,1,2,1,1,1,1,1,2,0,0,0,0
2193,2,30,1,5,4,0,1,1,0,19,12,12,97,9,9,1,2,8,2,0,2,2,2,2,2,0,0,2,1,1,8,1
2194,1,29,3,5,8,0,2,2,0,15,12,12,97,0,5,6,-1,2,2,0,0,2,1,2,2,0,0,2,0,0,0,0
2195,2,24,3,5,1,0,4,4,0,12,16,16,97,2,13,2,2,2,2,0,2,2,2,3,9,0,9,2,4,4,2,1
2196,2,59,1,4,5,3,1,1,0,12,9,12,97,0,9,8,-1,2,2,0,0,0,2,2,2,0,0,0,2,2,8,2
2197,1,44,1,1,4,3,2,2,0,14,12,98,16,0,12,1,2,2,2,1,1,0,1,1,1,9,9,0,2,2,2,1
2198,1,59,2,3,8,1,1,1,0,16,18,12,97,12,12,5,-1,1,2,0,0,3,3,1,1,1,3,2,2,2,2,1
2199,1,39,1,5,1,0,1,1,0,18,12,97,97,12,12,1,3,1,2,0,2,2,2,1,1,1,1,1,0,0,0,0
2200,2,72,1,3,9,1,1,1,0,14,12,8,97,0,9,5,-1,8,2,0,0,0,3,1,1,1,2,0,0,0,0,0
2201,2,56,1,3,5,2,2,1,0,10,98,98,97,4,11,1,1,2,1,0,2,2,2,2,1,0,2,2,1,1,2,1
2202,2,36,1,3,2,3,2,2,0,14,12,11,97,0,12,1,0.75,2,2,0,2,0,2,1,1,1,2,0,2,2,2,1
2203,1,82,1,1,6,3,2,2,0,12,98,9,12,0,12,5,-1,2,2,5,0,0,1,1,1,1,1,0,0,0,0,0
2204,2,35,1,5,2,3,4,1,0,13,12,12,97,0,10,2,0.25,2,2,0,4,2,2,1,3,1,0,2,0,0,0,0
2205,1,37,1,1,1,2,5,2,0,15,14,11,12,0,12,1,0.75,2,2,1,2,0,2,2,2,0,0,0,1,1,2,1
2206,1,62,1,1,5,1,2,2,0,12,12,12,18,12,12,1,9,2,2,4,2,2,3,1,1,1,3,1,1,1,2,1
2207,2,33,1,1,7,1,3,2,1,20,11,12,12,12,12,1,2,1,2,1,1,2,2,1,2,1,0,1,0,0,0,0
2208,1,25,1,5,2,0,1,1,0,12,12,12,97,0,8,2,0.25,2,2,0,1,0,2,1,1,2,2,0,0,0,0,0
2209,2,40,1,1,1,0,2,2,0,16,16,16,18,10,12,2,12,2,2,1,1,2,1,1,1,1,3,1,1,1,2,1
2210,2,63,1,3,1,1,2,2,0,14,12,17,97,0,12,5,-1,2,2,0,0,3,3,1,1,2,2,1,0,0,0,0
2211,2,50,1,1,1,2,2,2,0,20,13,14,19,12,12,1,27,1,2,1,2,1,2,1,1,1,2,1,0,0,0,0
2212,1,71,1,1,1,0,2,2,0,14,12,12,12,0,12,5,-1,1,2,1,0,0,1,1,1,2,2,0,0,0,0,0
2213,1,77,1,2,6,3,1,1,0,8,3,4,97,0,1,5,-1,2,2,0,0,3,1,1,1,1,2,2,4,3,1,1
2214,1,33,1,5,1,0,1,1,0,12,99,12,97,0,1,4,-1,2,2,0,0,3,3,1,2,1,0,2,0,0,0,0
2215,1,54,1,5,8,0,3,3,0,12,11,97,97,0,12,7,-1,2,2,0,0,0,1,1,1,2,2,0,3,2,2,1
2216,1,41,1,1,4,4,2,2,0,12,14,97,13,0,12,7,-1,2,2,7,0,0,1,2,2,0,0,0,0,0,0,0
2217,1,51,1,1,4,2,3,3,0,17,12,12,12,12,12,1,15,2,2,2,3,2,3,1,1,1,8,1,1,1,2,1
2218,2,42,1,5,3,0,1,1,0,12,12,12,97,8,8,1,1,2,2,0,1,2,2,2,2,0,0,2,0,0,0,0
2219,1,73,1,1,5,3,2,2,0,13,10,11,12,0,12,5,-1,1,2,5,0,2,2,1,1,2,2,1,2,2,2,8
2220,1,23,1,5,2,0,1,1,0,12,13,14,97,0,1,4,-1,2,2,0,0,0,2,3,2,0,0,0,0,0,0,0
2221,1,57,1,5,2,0,1,1,0,12,98,98,97,0,2,5,-1,2,2,0,0,4,2,2,2,0,0,2,1,1,2,1
2222,1,65,1,9,3,8,1,1,0,19,12,9,99,0,9,6,-1,2,1,9,0,3,1,1,1,1,1,1,0,0,0,0
2223,1,58,3,1,3,6,3,3,0,2,0,0,6,0,13,1,1,2,2,7,1,0,2,3,3,0,0,0,3,3,1,1
2224,1,59,1,3,1,0,3,3,0,13,12,10,97,12,12,1,12,2,2,0,2,2,2,2,2,0,0,1,4,3,2,1
2225,2,27,1,1,0,0,2,2,0,18,14,14,20,0,11,1,0.25,1,2,2,2,2,2,2,2,0,0,1,2,2,2,1
2226,1,29,1,5,1,0,1,1,0,16,13,18,97,12,12,1,8,2,2,0,2,2,2,2,2,0,0,1,0,0,0,0
2227,2,32,1,1,1,3,1,1,0,12,12,97,18,12,12,1,0.75,2,2,1,1,3,1,1,1,2,8,1,2,1,2,1
2228,1,32,1,5,13,1,3,3,0,11,12,14,97,12,12,1,4,2,2,0,2,2,1,1,2,1,0,1,0,0,0,0
2229,1,27,3,5,1,0,1,1,0,13,12,10,97,12,12,1,2,2,2,0,2,0,2,2,2,0,0,0,0,0,0,0
2230,2,40,1,1,2,0,2,2,0,12,12,97,14,11,12,1,5,2,2,1,1,2,2,2,2,0,0,1,3,2,2,1
2231,2,30,1,1,4,2,4,4,0,17,12,12,17,0,12,7,-1,2,2,1,0,1,1,1,1,1,8,1,0,0,0,0
2232,2,68,1,5,3,0,1,1,0,14,98,97,97,0,12,5,-1,2,2,0,0,2,3,1,1,1,1,1,0,0,0,0
2233,2,47,1,3,2,1,2,1,0,17,11,11,97,10,10,1,2,2,2,0,2,0,3,1,1,8,2,0,2,2,2,1
2234,1,51,1,5,10,0,1,1,0,9,10,9,97,0,1,2,2,1,1,0,2,3,2,2,2,0,0,2,0,0,0,0
2235,2,56,1,1,3,3,1,1,0,11,10,98,12,12,12,1,10,2,2,3,1,4,1,2,2,0,0,2,0,0,0,0
2236,1,70,1,3,2,2,1,1,0,10,12,6,97,0,11,2,0.25,1,2,0,1,0,2,2,1,0,2,0,1,1,2,2
2237,1,80,3,1,3,6,1,1,0,13,98,98,12,0,12,5,-1,2,2,8,0,4,3,1,1,1,1,1,1,1,2,1
2238,2,53,1,1,4,2,2,2,0,8,12,7,14,0,12,2,0.25,2,2,1,2,3,3,1,1,1,1,1,0,0,0,0
2239,1,79,1,3,7,4,2,2,0,12,97,8,97,0,9,5,-1,2,2,0,0,0,2,1,1,2,2,0,0,0,0,0
2240,2,57,1,1,5,2,2,2,0,12,12,8,14,12,12,1,7,2,2,1,2,2,1,1,1,8,2,1,1,1,2,2
2241,2,59,1,2,2,3,1,1,0,10,13,97,97,0,2,8,-1,2,2,0,0,4,3,1,2,1,0,1,0,0,0,0
2242,2,61,1,1,3,2,3,3,0,12,12,12,12,9,12,2,13,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1
2243,1,45,1,3,4,2,1,1,0,12,12,12,97,0,12,1,0.25,2,2,0,1,0,2,8,1,0,2,0,0,0,0,0
2244,1,66,1,3,13,2,1,1,0,12,0,0,97,0,98,5,-1,1,2,0,0,4,2,1,1,1,1,2,1,1,8,1
2245,2,55,1,3,3,2,1,1,0,12,8,8,97,3,11,1,0.75,2,2,0,2,2,2,1,1,2,2,2,1,1,2,1
2246,2,60,1,1,2,2,2,2,0,12,13,97,12,0,12,5,-1,2,2,2,0,2,1,1,1,2,2,1,0,0,0,0
